Prefecture,Subprefecture,GID_2,area198589,area199094,area199599,area200004,area200509,area201014,area201519,areachange,percchange
Saitama,Saitama,JPN.35.50_1,31.32527637,19.89366674,21.2297601,19.28898407,20.92132619,19.33318444,17.71392605,-13.61135032,-43.45165278
Saitama,Sakado,JPN.35.51_1,8.594101757,8.721495355,7.388536754,6.987467484,7.369874754,6.848933138,6.551398906,-2.04270285,-23.76866028
Saitama,Satte,JPN.35.52_1,17.17220615,17.03181394,15.01579069,15.30241075,15.76158024,12.13786051,11.68537667,-5.486829482,-31.95180301
Saitama,Sayama,JPN.35.53_1,2.670907104,2.496968454,2.331377627,1.801212049,2.103759926,1.957082049,1.520043554,-1.150863551,-43.08886479
Saitama,Shiki,JPN.35.54_1,0.919776234,0.414204268,0.593963785,0.54390513,0.629058822,0.587802102,0.577879405,-0.341896829,-37.17173983
Saitama,Sōka,JPN.35.57_1,1.875501399,0.767928248,0.534568016,0.528587749,0.582119165,0.316841037,0.27961623,-1.595885169,-85.09112123
Saitama,Toda,JPN.35.59_1,0.290306393,0.070358521,0.198263407,0.117927808,0.159786531,0.086523647,0.139483362,-0.150823031,-51.95305183
Saitama,Tokorozawa,JPN.35.61_1,3.182225773,1.695175453,2.048319395,1.250340646,1.477374741,1.481413976,0.735711772,-2.446514,-76.88059161
Saitama,Tsurugashima,JPN.35.62_1,0.676201812,0.854725911,0.366716128,0.399543723,0.279807363,0.176474128,0.162366973,-0.513834839,-75.98838541
Saitama,Wakō,JPN.35.63_1,0.327583906,0.143685055,0.282197456,0.312443483,0.239892808,0.244641648,0.125348824,-0.202235081,-61.73535323
Saitama,Warabi,JPN.35.64_1,0.022343014,0.000728203,0.004080817,0.00626548,0.00699346,0.01092279,0.009466527,-0.012876487,-57.63092995
Saitama,Yashio,JPN.35.66_1,0.278585695,0.071936923,0.02261325,0.038594744,0.053110226,0.040780769,0.01019533,-0.268390366,-96.34032539
Saitama,Yoshikawa,JPN.35.69_1,14.63754732,12.778175,10.44713553,12.22683922,12.44277059,8.677863845,10.61064128,-4.026906036,-27.51079773
Shiga,Higashiōmi,JPN.36.3_1,94.14174142,93.9287494,96.05567996,89.51643085,86.40725246,80.44825462,73.17190848,-20.96983294,-22.27474511
Shiga,Hikone,JPN.36.4_1,36.45440341,36.00851704,35.50632799,30.80280911,28.91232803,27.30171737,24.25292181,-12.2014816,-33.47052882
Shiga,Kōka,JPN.36.8_1,45.79988175,45.48250873,49.12258464,40.66234101,37.03812749,31.73672958,28.45089476,-17.34898699,-37.87998206
Shiga,Konan,JPN.36.9_1,8.756768439,9.159581997,9.950966094,7.672209654,6.971782619,6.127789409,5.306445574,-3.450322865,-39.40178263
Shiga,Kusatsu,JPN.36.11_1,15.86103356,15.00562169,17.56452222,13.8030749,12.76307897,10.72452147,8.668514781,-7.19251878,-45.34710019
Shiga,Maibara,JPN.36.13_1,25.8260982,21.9209017,24.61489955,21.84192326,20.73801257,18.22489388,16.95457176,-8.871526445,-34.35101337
Shiga,Moriyama,JPN.36.14_1,22.71117292,22.54462438,24.65354221,20.43008107,19.44215614,17.81192908,16.15904853,-6.552124388,-28.84978425
Shiga,Nagahama,JPN.36.15_1,43.50809902,38.4952718,41.281216,38.61152887,37.53654739,35.11241823,33.80445079,-9.703648234,-22.30308483
Shiga,Ōmihachiman,JPN.36.17_1,36.39184339,36.41088865,36.24753085,33.8426562,33.0962849,30.53363352,26.67472398,-9.717119413,-26.70136631
Shiga,Ōtsu,JPN.36.18_1,24.90136705,23.13358675,24.09476057,19.05504725,17.51743125,15.2235829,11.40017828,-13.50118877,-54.21866494
Shiga,Rittō,JPN.36.19_1,7.967617978,7.793054559,10.18633048,6.451724144,5.954202574,4.87875091,3.579827245,-4.387790733,-55.0702951
Shiga,Takashima,JPN.36.22_1,54.42214674,52.59875263,50.55743173,48.15459748,44.93208078,42.04681339,39.68077145,-14.74137529,-27.08708894
Shiga,Yasu,JPN.36.26_1,25.09016788,25.32665024,28.06234935,23.65768591,23.00161906,21.76141197,19.78258818,-5.3075797,-21.15402227
Shimane,Gōtsu,JPN.37.3_1,4.083815954,3.821844334,4.452472208,2.596312242,3.058203768,2.850597714,2.021914595,-2.061901359,-50.48957598
Shimane,Hamada,JPN.37.4_1,12.8846792,13.37618719,10.9345466,8.50122107,9.569629799,10.25292273,7.28391961,-5.60075959,-43.4683666
Shimane,Izumo,JPN.37.8_1,56.40151398,54.62550417,47.45576662,40.49393589,35.95040134,33.47367805,31.73665598,-24.664858,-43.73084383
Shimane,Masuda,JPN.37.10_1,10.79737814,11.37184095,8.840391106,6.841053339,7.618171608,5.984684359,5.369215457,-5.428162682,-50.27297009
Shimane,Matsue,JPN.37.11_1,32.18107573,37.05935629,32.76461376,27.65528241,23.85389313,22.78134122,20.03205037,-12.14902535,-37.7520797
Shimane,Ōda,JPN.37.14_1,17.07591377,15.69892675,13.50156124,11.29167388,11.64460247,9.823427767,8.557576008,-8.518337765,-49.88510646
Shimane,Unnan,JPN.37.20_1,16.40781554,17.57874925,15.2647688,12.2469,11.17049796,12.90233433,10.59564233,-5.812173203,-35.42319933
Shimane,Yasugi,JPN.37.21_1,30.61810929,33.94961246,30.42579907,26.11873799,24.91088388,25.04636168,22.48897512,-8.129134167,-26.55008541
Shizuoka,Atami,JPN.38.2_1,0.015439099,0.029232109,0.19937768,0.008081169,0.006612668,0.037462866,0.121785847,0.106346748,688.8144667
Shizuoka,Fuji,JPN.38.3_1,9.184773822,9.608489267,6.22296376,7.601872638,6.648141491,8.880792458,5.847319261,-3.337454561,-36.33681814
Shizuoka,Fujieda,JPN.38.4_1,13.44413102,8.366907413,9.18943085,10.30296693,8.109096333,7.960170023,4.726772889,-8.717358131,-64.84136548
Shizuoka,Fujinomiya,JPN.38.6_1,6.65826401,5.956140675,4.546917336,4.758478643,7.823596062,7.712782533,3.803722167,-2.854541843,-42.87216365
Shizuoka,Fukuroi,JPN.38.7_1,25.25758712,20.96051916,21.62967267,20.49642623,22.53221195,19.64643663,19.34433107,-5.913256042,-23.41180104
Shizuoka,Gotemba,JPN.38.8_1,10.03574555,13.55381678,9.994737069,10.65010289,18.04494619,27.15044627,13.30558,3.26983445,32.58187879
Shizuoka,Hamamatsu,JPN.38.9_1,33.89016404,22.98496338,25.06302205,27.24321618,26.76615334,25.47908045,20.36246429,-13.52769975,-39.9163006
Shizuoka,Itō,JPN.38.11_1,0.325558397,0.362621203,0.447035867,0.208721436,0.225114237,0.267245882,0.279670512,-0.045887885,-14.09513161
Shizuoka,Iwata,JPN.38.12_1,33.63059251,26.72909304,28.77060734,29.16340087,29.89339582,26.98123481,26.19571101,-7.434881501,-22.10749483
Shizuoka,Izu,JPN.38.13_1,5.041327473,4.611368989,4.461251253,4.06246676,4.744077505,3.793319114,3.537256483,-1.50407099,-29.83482025
Shizuoka,Izunokuni,JPN.38.14_1,7.447177335,4.934082352,4.427231806,6.3493571,6.664948484,6.036283549,5.992025512,-1.455151823,-19.53964243
Shizuoka,Kakegawa,JPN.38.15_1,21.5988036,17.37471137,17.44301856,15.84078735,17.52247157,15.25538195,15.12788833,-6.47091527,-29.9596005
